Timestamp,PM2.5 (µg/m³),SO2 (µg/m³),AT (°C),RH (%),pm25_lag_48h,so2_lag_48h,pm25_rolling_24h,bed_demand_target,month,day_of_week,season
2023-01-02 05:00:00,247.75,3.65,15.25,93.4,107.5,18.55,309.125,1.6786108151621257,1,0,1
2023-01-02 05:00:00,156.5,1.525,12.125,90.25,137.75,5.725,300.6145833333333,3.0186265566036634,1,0,1
2023-01-02 05:00:00,185.5,9.85,14.425,95.0,86.0,2.266666666666667,294.84375,-0.022189276082134723,1,0,1
2023-01-02 06:00:00,204.5,3.7,14.975,91.85,106.5,5.766666666666667,284.1875,1.7910592510021925,1,0,1
2023-01-02 06:00:00,156.5,10.2,14.175,93.725,78.0,2.425,276.1041666666667,1.1096750875164665,1,0,1
2023-01-02 06:00:00,143.25,1.65,12.0,90.2,86.0,17.275,264.6666666666667,0.5083649410890169,1,0,1
2023-01-02 07:00:00,195.25,3.625,14.775,90.4,83.0,16.433333333333334,256.3125,0.9208284058742998,1,0,1
2023-01-02 07:00:00,146.75,1.725,11.925,90.125,94.25,5.15,244.65625,0.5378917847954923,1,0,1
2023-01-02 07:00:00,159.0,9.25,14.025,92.85,82.0,2.525,236.54166666666666,0.6760354129154189,1,0,1
2023-01-02 08:00:00,206.25,4.1000000000000005,15.25,87.4,94.75,14.25,233.51041666666666,0.1450066288554981,1,0,1
2023-01-02 08:00:00,175.75,9.075,14.225,91.65,90.75,5.05,226.60416666666666,0.4430123404381429,1,0,1
2023-01-02 08:00:00,159.5,1.65,12.025,88.175,82.5,1.925,216.57291666666666,-1.780790259155548,1,0,1
2023-01-02 09:00:00,174.0,1.425,12.225,84.675,113.0,12.375,210.125,1.4108027540592318,1,0,1
2023-01-02 09:00:00,187.0,10.166666666666666,14.7,87.8,97.5,4.9,207.17708333333334,2.1351010046701138,1,0,1
2023-01-02 09:00:00,231.75,4.275,16.2,81.1,83.75,1.475,206.52083333333334,-1.1410746930372115,1,0,1
2023-01-02 10:00:00,247.0,4.375,17.675,74.15,180.75,10.225,205.82291666666666,1.136611132610207,1,0,1
2023-01-02 10:00:00,185.5,1.725,13.65,75.675,102.0,4.475,200.53125,1.4879917961726012,1,0,1
2023-01-02 10:00:00,186.0,11.275,15.25,83.8,134.5,1.35,199.91666666666666,0.8537400704467645,1,0,1
2023-01-02 11:00:00,255.0,4.225,18.725,69.95,233.5,1.6,200.0625,2.4478472573406354,1,0,1
2023-01-02 11:00:00,214.25,11.9,15.925,80.19999999999999,154.25,4.875,201.10416666666666,1.2094616737359694,1,0,1
2023-01-02 11:00:00,211.0,2.175,15.2,66.675,312.0,9.825,196.76041666666666,2.94161533126154,1,0,1
2023-01-02 12:00:00,244.25,4.300000000000001,19.175,68.725,354.0,9.65,194.8125,5.992400614322035,1,0,1
2023-01-02 12:00:00,222.5,2.625,15.325,65.975,264.75,5.433333333333334,194.70833333333334,3.783817074632336,1,0,1
2023-01-02 12:00:00,220.75,12.175,16.45,77.1,313.0,1.9,196.47916666666666,3.9097259321624622,1,0,1
2023-01-02 13:00:00,251.5,4.4,19.125,69.45,347.0,2.05,196.63541666666666,4.254884830823984,1,0,1
2023-01-02 13:00:00,260.5,3.1,15.675,64.85,360.75,5.825,200.96875,7.01268202072457,1,0,1
2023-01-02 13:00:00,206.25,12.775,17.05,74.725,324.0,10.7,201.83333333333334,6.460190262315316,1,0,1
2023-01-02 14:00:00,266.0,4.5,19.225,69.825,460.25,5.4,204.39583333333334,9.081857891914561,1,0,1
2023-01-02 14:00:00,218.5,13.05,17.1,74.25,350.5,11.975,206.97916666666666,5.559505169322927,1,0,1
2023-01-02 14:00:00,270.0,3.3,15.675,64.55,417.75,1.825,212.26041666666666,5.602115421334921,1,0,1
2023-01-02 15:00:00,277.75,4.65,18.9,71.175,395.75,1.9,215.69791666666666,7.518013611354599,1,0,1
2023-01-02 15:00:00,265.25,3.275,15.325,67.1,426.5,5.3,220.63541666666666,6.360117911224731,1,0,1
2023-01-02 15:00:00,218.0,12.866666666666667,16.925,75.85,353.75,11.25,223.09375,5.24601962823223,1,0,1
2023-01-02 16:00:00,270.5,4.75,18.1,75.075,279.0,10.3,225.77083333333334,4.287330931522659,1,0,1
2023-01-02 16:00:00,227.75,13.2,16.475,78.525,341.5,1.725,227.9375,4.354818101053617,1,0,1
2023-01-02 16:00:00,261.75,2.925,14.6,71.225,400.25,4.375,232.19791666666666,6.1915782698521,1,0,1
2023-01-02 17:00:00,251.75,4.625,17.075,79.625,328.75,4.125,235.4375,6.396120700909764,1,0,1
2023-01-02 17:00:00,275.25,2.425,13.675,76.45,257.75,10.35,239.11458333333334,5.245292363891833,1,0,1
2023-01-02 17:00:00,251.5,12.9,15.7,82.95,247.5,1.125,239.9375,3.1101554542030097,1,0,1
2023-01-02 18:00:00,261.0,4.375,16.400000000000002,82.27499999999999,263.75,10.8,240.52083333333334,4.29168131400457,1,0,1
2023-01-02 18:00:00,302.25,1.9666666666666668,12.55,82.85,312.5,3.2,245.38541666666666,4.143476615881785,1,0,1
2023-01-02 18:00:00,273.75,13.075,15.125,85.85,200.75,6.933333333333334,249.04166666666666,2.711920464111802,1,0,1
2023-01-02 19:00:00,276.25,4.45,16.15,82.925,251.5,10.666666666666666,249.92708333333334,2.580831246264551,1,0,1
2023-01-02 19:00:00,301.75,1.875,12.25,85.175,189.25,0.95,253.57291666666666,1.9749387837688908,1,0,1
2023-01-02 19:00:00,293.25,12.475,14.65,87.95,315.25,3.625,257.0,5.177987471746709,1,0,1
2023-01-02 20:00:00,268.25,2.1333333333333333,12.05,85.35,291.0,3.6,258.0,4.640564683016399,1,0,1
2023-01-02 20:00:00,263.75,4.533333333333333,15.775,83.65,225.0,10.825,259.71875,4.028961378744413,1,0,1
2023-01-02 20:00:00,244.75,13.05,14.55,88.025,178.25,1.2999999999999998,260.71875,5.1168041596842615,1,0,1
2023-01-02 21:00:00,246.0,12.766666666666666,14.325,89.825,247.75,3.65,260.4895833333333,3.3177621042036685,1,0,1
2023-01-02 21:00:00,276.75,4.225,15.175,85.425,156.5,1.525,261.1666666666667,3.271342483164405,1,0,1
2023-01-02 21:00:00,243.0,2.5,11.85,86.8,185.5,9.85,262.6979166666667,3.9890733321541,1,0,1
2023-01-02 22:00:00,260.0,10.5,14.775,88.85,204.5,3.7,262.4479166666667,1.4701512544144968,1,0,1
2023-01-02 22:00:00,266.25,2.6750000000000003,11.9,88.025,156.5,10.2,264.4375,2.753078032252032,1,0,1
2023-01-02 22:00:00,276.75,3.85,15.125,87.325,143.25,1.65,264.71875,2.8339856339325546,1,0,1
2023-01-02 23:00:00,285.75,3.3000000000000003,15.133333333333333,88.4,195.25,3.625,265.0520833333333,2.07590295589585,1,0,1
2023-01-02 23:00:00,263.75,12.95,14.775,88.15,146.75,1.725,264.9895833333333,0.2398204391876111,1,0,1
2023-01-02 23:00:00,248.0,2.8666666666666667,12.2,86.975,159.0,9.25,266.2395833333333,2.186472853105547,1,0,1
2023-01-03 00:00:00,291.25,34.25,14.75,87.5,206.25,4.1000000000000005,267.1041666666667,1.9432237999984245,1,1,1
2023-01-03 00:00:00,291.25,18.475,13.45,87.5875,175.75,9.075,269.75,2.7026406939930396,1,1,1
2023-01-03 00:00:00,246.25,2.7,12.15,87.675,159.5,1.65,269.1041666666667,2.3750620465822094,1,1,1
2023-01-03 01:00:00,217.25,3.15,12.05,86.675,174.0,1.425,267.6666666666667,2.1088492217695474,1,1,1
2023-01-03 01:00:00,310.75,55.625,14.85,85.4,187.0,10.166666666666666,269.1458333333333,6.1158968943301915,1,1,1
2023-01-03 01:00:00,328.75,66.4125,14.7875,84.3875,231.75,4.275,272.3645833333333,2.2026079852526115,1,1,1
2023-01-03 02:00:00,293.25,77.2,14.725,83.375,247.0,4.375,273.7083333333333,4.0308442638803905,1,1,1
2023-01-03 02:00:00,323.75,24.2,15.7,79.7,185.5,1.725,274.6041666666667,2.6285999788857257,1,1,1
2023-01-03 02:00:00,200.5,17.2875,12.225,83.725,186.0,11.275,271.5520833333333,4.084879932016995,1,1,1
2023-01-03 03:00:00,204.25,10.375,12.3,81.25,255.0,4.225,268.5520833333333,4.62287703549503,1,1,1
2023-01-03 03:00:00,254.0,65.33333333333333,14.575,83.175,214.25,11.9,266.5625,2.497045920027602,1,1,1
2023-01-03 03:00:00,300.5,21.375,15.5,80.15,211.0,2.175,266.8645833333333,3.532287530312942,1,1,1
2023-01-03 04:00:00,290.0,15.5,15.275,81.075,244.25,4.300000000000001,267.7708333333333,3.743239736247611,1,1,1
2023-01-03 04:00:00,211.0,5.55,12.225,81.325,222.5,2.625,265.5729166666667,3.3388695886312987,1,1,1
2023-01-03 04:00:00,226.75,35.65,14.35,84.69999999999999,220.75,12.175,264.8229166666667,4.495792458194593,1,1,1
2023-01-03 05:00:00,265.5,7.399999999999999,14.925,82.475,251.5,4.4,265.6354166666667,3.0934465167904577,1,1,1
2023-01-03 05:00:00,216.0,3.9,12.2,80.95,260.5,3.1,263.1041666666667,6.0141334512180515,1,1,1
2023-01-03 05:00:00,203.25,21.475,14.1,86.0,206.25,12.775,261.4479166666667,2.7124687407643324,1,1,1
2023-01-03 06:00:00,241.5,5.85,14.65,83.325,266.0,4.5,260.6770833333333,4.922974567975466,1,1,1
2023-01-03 06:00:00,187.75,19.8,13.85,86.75,218.5,13.05,257.40625,4.878552919548743,1,1,1
2023-01-03 06:00:00,223.0,3.6,11.975,81.65,270.0,3.3,255.16666666666666,5.286756758238972,1,1,1
2023-01-03 07:00:00,215.0,3.6,11.825,82.425,277.75,4.65,252.21875,2.9217351517770274,1,1,1
2023-01-03 07:00:00,195.25,19.125,13.775,86.975,265.25,3.275,249.36458333333334,5.091324319322281,1,1,1
2023-01-03 07:00:00,229.75,6.125,14.55,83.30000000000001,218.0,12.866666666666667,248.60416666666666,3.721046808722023,1,1,1
2023-01-03 08:00:00,234.5,6.533333333333334,14.75,81.8,270.5,4.75,246.23958333333334,3.5229437846844727,1,1,1
2023-01-03 08:00:00,222.75,5.116666666666667,13.35,81.8375,227.75,13.2,243.38541666666666,4.565776828871643,1,1,1
2023-01-03 08:00:00,211.0,3.7,11.95,81.875,261.75,2.925,241.91666666666666,5.241236802767581,1,1,1
2023-01-03 09:00:00,233.5,6.375,15.275,79.175,251.75,4.625,242.59375,5.933830981207908,1,1,1
2023-01-03 09:00:00,211.0,2.925,12.375,78.125,275.25,2.425,238.4375,3.7625627073097117,1,1,1
2023-01-03 09:00:00,284.0,19.7,14.175,84.65,251.5,12.9,236.57291666666666,4.286285503722525,1,1,1
2023-01-03 10:00:00,278.6666666666667,22.725,14.475,82.075,261.0,4.375,235.9652777777778,4.175837008807317,1,1,1
2023-01-03 10:00:00,246.25,6.075,16.025,75.675,302.25,1.9666666666666668,232.73611111111111,5.6213601579556,1,1,1
2023-01-03 10:00:00,216.0,2.825,12.775,75.075,273.75,13.075,233.38194444444446,5.798638969113041,1,1,1
2023-01-03 11:00:00,283.25,6.425,16.525,73.35,276.25,4.45,236.67361111111111,5.931764482426088,1,1,1
2023-01-03 11:00:00,267.3333333333333,25.175,15.0,78.2,301.75,1.875,237.22916666666666,3.3828017010197238,1,1,1
2023-01-03 11:00:00,235.0,2.925,13.35,71.2,293.25,12.475,234.5,6.200868752092849,1,1,1
2023-01-03 12:00:00,267.6666666666667,26.3,15.7,74.125,268.25,2.1333333333333333,233.56944444444446,4.005013165021953,1,1,1
2023-01-03 12:00:00,292.25,6.7,17.8,68.25,263.75,4.533333333333333,236.95486111111111,2.5981930165160945,1,1,1
2023-01-03 12:00:00,223.0,2.925,14.0,68.375,244.75,13.05,236.79861111111111,3.594244202721335,1,1,1
2023-01-03 13:00:00,208.0,2.9,14.95,63.6,246.0,12.766666666666666,234.4027777777778,2.3383784264489496,1,1,1
2023-01-03 13:00:00,269.0,25.55,16.275,71.025,276.75,4.225,236.61111111111111,3.8845654185362646,1,1,1
2023-01-03 13:00:00,291.5,6.375,18.625,64.9,243.0,2.5,240.28819444444446,3.5899781480742483,1,1,1
2023-01-03 14:00:00,215.0,2.775,14.95,63.45,260.0,10.5,239.1840277777778,3.6215523473572278,1,1,1
2023-01-03 14:00:00,260.3333333333333,22.575,16.4,70.925,266.25,2.6750000000000003,242.20833333333334,2.2151985971772357,1,1,1
2023-01-03 14:00:00,294.5,6.433333333333334,18.575000000000003,65.625,276.75,3.85,245.1875,5.238615767308701,1,1,1
2023-01-03 15:00:00,208.0,2.625,14.15,66.45,285.75,3.3000000000000003,244.89583333333334,4.348615162700554,1,1,1
2023-01-03 15:00:00,247.0,19.5,15.925,73.85,263.75,12.95,247.05208333333334,3.547974722962881,1,1,1
2023-01-03 15:00:00,287.0,6.125,17.175,71.525,248.0,2.8666666666666667,249.4375,2.7326700048512893,1,1,1
2023-01-03 16:00:00,275.0,6.075,16.925,72.975,291.25,34.25,251.125,5.246046871572061,1,1,1
2023-01-03 16:00:00,245.0,17.225,15.65,75.9,291.25,18.475,252.05208333333334,4.035801037855043,1,1,1
2023-01-03 16:00:00,199.0,2.725,13.45,69.625,246.25,2.7,251.55208333333334,2.796518374445709,1,1,1
2023-01-03 17:00:00,256.0,6.725,12.775,72.625,217.25,3.15,252.48958333333334,2.5493924279043814,1,1,1
2023-01-03 17:00:00,265.75,6.025,15.925,76.525,310.75,55.625,254.77083333333334,8.158341192859725,1,1,1
2023-01-03 17:00:00,270.6666666666667,16.325,15.025,78.125,328.75,66.4125,254.2152777777778,10.539496860818662,1,1,1
2023-01-03 18:00:00,269.5,7.65,15.175,79.125,293.25,77.2,253.83333333333334,9.047862083203551,1,1,1
2023-01-03 18:00:00,289.0,20.05,12.05,76.775,323.75,24.2,255.61458333333334,4.9636098597348655,1,1,1
2023-01-03 18:00:00,329.3333333333333,18.35,14.45,80.45,200.5,17.2875,260.33680555555554,3.585406666878614,1,1,1
2023-01-03 19:00:00,362.0,10.25,11.125,83.425,204.25,10.375,263.61805555555554,4.300431350717441,1,1,1
2023-01-03 19:00:00,283.0,15.35,14.65,81.025,254.0,65.33333333333333,264.2708333333333,7.92238970675291,1,1,1
2023-01-03 19:00:00,421.6666666666667,38.0,14.225,82.375,300.5,21.375,272.04861111111114,4.04542694327553,1,1,1
2023-01-03 20:00:00,335.0,5.025,10.9,85.575,290.0,15.5,274.8541666666667,6.3558228567637345,1,1,1
2023-01-03 20:00:00,389.16666666666663,13.366666666666667,14.5,82.3,211.0,5.55,278.8923611111111,2.819363039988934,1,1,1
2023-01-03 20:00:00,443.3333333333333,33.15,14.075,83.375,226.75,35.65,288.0729166666667,4.038092741876486,1,1,1
2023-01-03 21:00:00,345.6666666666667,20.35,13.75,85.075,265.5,7.399999999999999,293.80902777777777,4.261932213962965,1,1,1
2023-01-03 21:00:00,315.0,7.6,14.2,83.5,216.0,3.9,295.7256944444444,2.6926412687169563,1,1,1
2023-01-03 21:00:00,240.0,3.3,10.925,85.8,203.25,21.475,293.5798611111111,6.172335739215194,1,1,1
2023-01-03 22:00:00,274.0,5.25,13.775,85.75,241.5,5.85,296.0381944444444,4.509705227803015,1,1,1
2023-01-03 22:00:00,287.6666666666667,14.425,13.4,87.525,187.75,19.8,297.1770833333333,3.3756276169463444,1,1,1
2023-01-03 22:00:00,219.0,2.65,10.55,88.025,223.0,3.6,294.03125,2.660728332266783,1,1,1
2023-01-03 23:00:00,243.33333333333331,11.9,13.125,89.75,215.0,3.6,295.50347222222223,2.533510311162809,1,1,1
2023-01-03 23:00:00,195.0,2.3000000000000003,10.65,89.55,195.25,19.125,293.33680555555554,4.709552075213494,1,1,1
2023-01-03 23:00:00,245.0,4.725,13.275,88.25,229.75,6.125,291.58680555555554,4.113622877500387,1,1,1
2023-01-04 00:00:00,188.0,2.7,10.875,89.675,234.5,6.533333333333334,287.96180555555554,3.0872251045074908,1,2,1
2023-01-04 00:00:00,203.33333333333331,11.075,12.875,91.625,222.75,5.116666666666667,286.22569444444446,4.905656026673474,1,2,1
2023-01-04 00:00:00,234.0,4.75,13.225,89.1,211.0,3.7,287.68402777777777,2.883438230147968,1,2,1
2023-01-04 01:00:00,145.0,2.55,10.85,89.825,233.5,6.375,283.05902777777777,3.779518439173353,1,2,1
2023-01-04 01:00:00,199.33333333333331,14.475,12.9,93.1,211.0,2.925,280.2916666666667,2.116169596938061,1,2,1
2023-01-04 01:00:00,228.0,5.675,13.075,90.675,284.0,19.7,278.51388888888886,6.13621324950865,1,2,1
2023-01-04 02:00:00,123.0,5.2875,10.675,89.9,278.6666666666667,22.725,272.40972222222223,5.396812531140842,1,2,1
2023-01-04 02:00:00,223.0,4.9,13.0,91.675,246.25,6.075,269.65972222222223,4.90725974662346,1,2,1
2023-01-04 02:00:00,194.0,11.6,12.9,93.95,216.0,2.825,264.0208333333333,2.929745129446473,1,2,1
2023-01-04 03:00:00,177.0,3.825,12.8,92.15,283.25,6.425,256.3125,5.4737712275501424,1,2,1
2023-01-04 03:00:00,149.0,11.466666666666669,12.8,94.1,267.3333333333333,25.175,250.72916666666666,4.98967118582865,1,2,1
2023-01-04 03:00:00,108.0,1.725,10.475,89.875,235.0,2.925,237.6597222222222,2.740102343863496,1,2,1
2023-01-04 04:00:00,103.0,1.6,10.15,89.75,267.6666666666667,26.3,227.99305555555554,6.4913135923581065,1,2,1
2023-01-04 04:00:00,147.0,3.75,12.6,92.475,292.25,6.7,217.9027777777778,6.8015028325646165,1,2,1
2023-01-04 04:00:00,121.0,11.8,12.525,94.025,223.0,2.925,204.4722222222222,3.0468208126368457,1,2,1
2023-01-04 05:00:00,133.0,3.125,12.175,90.675,208.0,2.9,195.61111111111111,3.1472213107580034,1,2,1
2023-01-04 05:00:00,114.66666666666669,11.625,12.175,92.825,269.0,25.55,187.2638888888889,5.923538087129859,1,2,1
2023-01-04 05:00:00,89.0,1.925,10.275,87.35,291.5,6.375,180.97222222222226,6.846592762073932,1,2,1
2023-01-04 06:00:00,100.0,2.025,10.175,85.3,215.0,2.775,173.7222222222222,2.7160079536235804,1,2,1
2023-01-04 06:00:00,111.0,11.65,12.15,91.85,260.3333333333333,22.575,166.36111111111111,5.331400408115901,1,2,1
2023-01-04 06:00:00,125.0,3.1,12.3,88.975,294.5,6.433333333333334,162.44444444444443,3.9097693400803535,1,2,1
2023-01-04 07:00:00,135.0,3.125,12.425,87.625,208.0,2.625,157.93055555555554,1.4502976605276494,1,2,1
2023-01-04 07:00:00,116.33333333333331,11.525,12.225,91.125,247.0,19.5,154.65277777777777,3.580416220009282,1,2,1
2023-01-04 07:00:00,97.0,1.975,10.15,84.325,287.0,6.125,148.48611111111111,4.8788247290784374,1,2,1
2023-01-04 08:00:00,144.0,2.1,10.375,82.325,275.0,6.075,146.65277777777777,4.740341264001732,1,2,1
2023-01-04 08:00:00,139.66666666666666,11.05,12.25,89.8,245.0,17.225,144.0,4.883260149941678,1,2,1
2023-01-04 08:00:00,134.0,3.6,12.6,85.875,199.0,2.725,139.83333333333334,3.398445938856165,1,2,1
2023-01-04 09:00:00,149.0,4.15,13.15,83.3,256.0,6.725,140.0,3.649460165487637,1,2,1
2023-01-04 09:00:00,173.0,1.9,10.8,80.075,265.75,6.025,138.90277777777777,5.290357909892366,1,2,1
2023-01-04 09:00:00,186.0,11.366666666666664,12.625,87.725,270.6666666666667,16.325,137.15277777777777,5.98112946514647,1,2,1
2023-01-04 10:00:00,232.0,1.675,11.125,78.475,269.5,7.65,141.69444444444443,4.983912701380814,1,2,1
2023-01-04 10:00:00,167.0,4.3,13.9,79.625,289.0,20.05,139.36111111111111,5.495785493503131,1,2,1
2023-01-04 10:00:00,206.0,11.525,12.875,85.025,329.3333333333333,18.35,139.86111111111111,5.535554333186057,1,2,1
2023-01-04 11:00:00,198.0,4.3,14.8,76.075,362.0,10.25,140.73611111111111,6.5079225767975295,1,2,1
2023-01-04 11:00:00,181.75,1.65,11.725,74.625,283.0,15.35,142.10069444444443,5.987130960632801,1,2,1
2023-01-04 11:00:00,195.75,12.7,13.525,81.725,421.6666666666667,38.0,145.75694444444443,10.4204652606685,1,2,1
2023-01-04 12:00:00,214.0,4.65,16.8,68.075,335.0,5.025,150.38194444444443,5.186748874205552,1,2,1
2023-01-04 12:00:00,174.0,2.0,13.2,67.1,389.16666666666663,13.366666666666667,151.50694444444443,8.166024182971286,1,2,1
2023-01-04 12:00:00,217.25,12.75,14.25,76.575,443.3333333333333,33.15,155.51736111111111,7.889025654769294,1,2,1
2023-01-04 13:00:00,167.5,2.6,14.25,62.525,345.6666666666667,20.35,156.95486111111111,7.334018803209961,1,2,1
2023-01-04 13:00:00,211.0,14.825,15.25,70.925,315.0,7.6,160.96875,5.112186994195506,1,2,1
2023-01-04 13:00:00,227.0,5.1,18.5,62.25,240.0,3.3,166.71875,2.9702374434564605,1,2,1
2023-01-04 14:00:00,155.0,2.8,15.375,58.925,274.0,5.25,169.01041666666666,5.07940433024361,1,2,1
2023-01-04 14:00:00,227.25,4.233333333333333,19.3,59.55,287.6666666666667,14.425,173.85416666666666,3.327343327275601,1,2,1
2023-01-04 14:00:00,210.75,15.55,16.15,67.05,219.0,2.65,177.42708333333334,1.8136463270527219,1,2,1
2023-01-04 15:00:00,146.75,2.75,14.625,62.4,243.33333333333331,11.9,177.91666666666666,4.117079901895571,1,2,1
2023-01-04 15:00:00,212.5,13.666666666666666,15.9,68.625,195.0,2.3000000000000003,181.92361111111111,3.824351131854262,1,2,1
2023-01-04 15:00:00,211.25,4.35,18.625,61.9,245.0,4.725,186.6840277777778,1.9158841430971585,1,2,1
2023-01-04 16:00:00,188.0,4.1000000000000005,17.075,68.575,188.0,2.7,188.51736111111111,2.7315182894239984,1,2,1
2023-01-04 16:00:00,133.0,2.375,13.675,67.875,203.33333333333331,11.075,188.23958333333334,3.0236739373371706,1,2,1
2023-01-04 16:00:00,189.25,11.375,15.65,71.475,234.0,4.75,190.54166666666666,3.1394007261520973,1,2,1
2023-01-04 17:00:00,159.0,4.3,15.825,74.95,145.0,2.55,190.95833333333334,2.285922113157899,1,2,1
2023-01-04 17:00:00,129.5,1.7,12.275,76.475,199.33333333333331,14.475,189.14583333333334,2.933489224614675,1,2,1
2023-01-04 17:00:00,196.5,10.425,15.075,75.775,228.0,5.675,189.58333333333334,3.4395698411137,1,2,1
2023-01-04 18:00:00,204.75,1.55,11.1,84.225,123.0,5.2875,188.44791666666666,2.5691056632521425,1,2,1
2023-01-04 18:00:00,280.5,11.45,14.35,81.175,223.0,4.9,193.17708333333334,1.7652785581561614,1,2,1
2023-01-04 18:00:00,169.75,4.125,14.4,81.4,194.0,11.6,191.66666666666666,2.1270397368045195,1,2,1
2023-01-04 19:00:00,313.75,1.9,10.85,87.375,177.0,3.825,196.48958333333334,1.5514113817987316,1,2,1
2023-01-04 19:00:00,410.5,14.2,14.025,85.075,149.0,11.466666666666669,206.02083333333334,1.674468349639745,1,2,1
